"weight.std","year.std"
0.619748327930531,-1.62324090390216
0.842257664363946,-1.62324090390216
0.539692058737557,-1.62324090390216
0.536160164508455,-1.62324090390216
0.554996933730331,-1.62324090390216
1.60514681784994,-1.62324090390216
1.62045169284271,-1.62324090390216
1.57100517363529,-1.62324090390216
1.70403985626479,-1.62324090390216
1.02709346235361,-1.62324090390216
0.6892089144362,-1.62324090390216
0.743364625949095,-1.62324090390216
0.92231393355692,-1.62324090390216
0.127637732009012,-1.62324090390216
-0.71295309451722,-1.62324090390216
-0.170218681311908,-1.62324090390216
-0.239679267817577,-1.62324090390216
-0.459834008098257,-1.62324090390216
-0.9978592289981,-1.62324090390216
-1.34516216152644,-1.62324090390216
-0.359763671607038,-1.62324090390216
-0.644669806087918,-1.62324090390216
-0.709421200288118,-1.62324090390216
-0.875420229055903,-1.62324090390216
-0.388018825439853,-1.62324090390216
1.92772649077457,-1.62324090390216
1.64635225052279,-1.62324090390216
1.653416038981,-1.62324090390216
2.06547036570954,-1.62324090390216
-0.9978592289981,-1.35177740802774
-0.840101286764885,-1.35177740802774
-0.882484017514107,-1.35177740802774
-0.404500998508995,-1.35177740802774
0.543223952966659,-1.35177740802774
0.413721164566259,-1.35177740802774
0.381934116504343,-1.35177740802774
0.365451943435201,-1.35177740802774
1.44974347176946,-1.35177740802774
1.74995448124311,-1.35177740802774
1.38499207756926,-1.35177740802774
1.31670878913996,-1.35177740802774
2.32800783673944,-1.35177740802774
2.08195253877868,-1.35177740802774
2.54580798086739,-1.35177740802774
-0.0183472294605298,-1.35177740802774
-0.670570363767998,-1.35177740802774
0.358388154976997,-1.35177740802774
0.190034530056477,-1.35177740802774
-0.891902402125045,-1.35177740802774
-1.00610031553267,-1.35177740802774
-1.06378792127467,-1.35177740802774
-1.07438360396197,-1.35177740802774
-1.41815464226122,-1.35177740802774
-1.60652233447998,-1.35177740802774
-1.34633945960281,-1.35177740802774
-1.20388639236237,-1.35177740802774
-0.823619113695743,-1.08031391215332
-1.00256842130357,-1.08031391215332
-0.851874267528558,-1.08031391215332
-0.670570363767998,-1.08031391215332
-0.884838613666842,-1.08031391215332
1.52626784673333,-1.08031391215332
1.6569479332101,-1.08031391215332
1.36262341411828,-1.08031391215332
1.35555962566008,-1.08031391215332
0.817534404760233,-1.08031391215332
1.94891785614918,-1.08031391215332
1.79469180814507,-1.08031391215332
1.74053609663217,-1.08031391215332
1.70050796203569,-1.08031391215332
-0.762399613724645,-1.08031391215332
1.07653998156103,-1.08031391215332
1.31906338529269,-1.08031391215332
1.54981380826068,-1.08031391215332
1.29434012568898,-1.08031391215332
-0.0524888736751806,-1.08031391215332
-0.549308661902169,-1.08031391215332
0.00166683783771386,-1.08031391215332
-0.928398642492431,-1.08031391215332
-0.685875238760773,-1.08031391215332
